unique_id1,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,result
P50570,0.151,0.131,0.718,0.198,0.48,0.417,0.076,0.062,0.131,0.151,0.718,0.485,0.267,0.352,0.121,0.029,0.449,0.251,0.3,0.39,0.356,0.26,0.19,0.475,0.525,0.162,-0.359,-0.363,-0.434,0.243,1
Q9BZZ2,0.105,0.087,0.809,0.252,0.528,0.482,0.07,0.06,0.087,0.105,0.809,0.539,0.204,0.37,0.156,0.035,0.441,0.251,0.308,0.473,0.247,0.292,0.299,0.58,0.42,0.073,-0.748,-0.158,-0.423,0.242,1
Q6X784,0.139,0.101,0.76,0.278,0.429,0.34,0.047,0.112,0.101,0.139,0.76,0.506,0.24,0.328,0.139,0.074,0.37,0.364,0.266,0.414,0.308,0.281,0.207,0.506,0.494,0.061,-0.332,-0.126,-0.353,-0.073,0
Q4G0F5,0.179,0.149,0.673,0.205,0.426,0.351,0.027,0.104,0.149,0.179,0.673,0.423,0.247,0.357,0.113,0.027,0.449,0.31,0.241,0.384,0.333,0.244,0.164,0.405,0.595,0.226,-0.246,-0.488,-0.439,0.025,0
Q9BVL2,0.075,0.053,0.871,0.317,0.508,0.439,0.048,0.065,0.053,0.075,0.871,0.509,0.17,0.491,0.244,0.017,0.377,0.262,0.361,0.449,0.257,0.322,0.349,0.628,0.372,0.313,-1.063,-0.175,-0.644,0.196,1
Q14593,0.244,0.086,0.67,0.269,0.355,0.29,0.049,0.088,0.086,0.244,0.67,0.429,0.339,0.327,0.146,0.07,0.452,0.302,0.246,0.355,0.359,0.293,0.232,0.46,0.54,0.578,-0.262,-0.257,-0.084,-0.072,0
P09429,0.251,0.26,0.488,0.13,0.34,0.26,0.06,0.084,0.26,0.251,0.488,0.326,0.33,0.395,0.074,0.042,0.563,0.163,0.274,0.265,0.549,0.209,0.205,0.423,0.577,1.173,0.011,-0.209,-0.399,0.169,1
Q9H840,0.13,0.107,0.763,0.206,0.542,0.481,0.092,0.069,0.107,0.13,0.763,0.534,0.237,0.336,0.099,0.031,0.481,0.252,0.267,0.45,0.29,0.252,0.237,0.504,0.496,0.025,-0.504,-0.333,-0.378,0.311,1
Q6UXH9,0.136,0.106,0.758,0.258,0.465,0.396,0.053,0.086,0.106,0.136,0.758,0.496,0.224,0.353,0.126,0.075,0.389,0.317,0.294,0.457,0.282,0.254,0.275,0.525,0.475,0.199,-0.506,-0.089,-0.332,-0.004,0
Q6UWJ1,0.118,0.106,0.775,0.196,0.557,0.467,0.03,0.081,0.106,0.118,0.775,0.552,0.17,0.329,0.123,0.041,0.477,0.298,0.225,0.513,0.25,0.216,0.223,0.445,0.555,-0.364,-0.655,-0.468,-0.472,0.168,0
Q2T9L4,0.137,0.167,0.696,0.253,0.427,0.372,0.089,0.048,0.167,0.137,0.696,0.433,0.242,0.481,0.191,0.031,0.403,0.218,0.379,0.328,0.352,0.334,0.259,0.58,0.42,0.737,-0.516,-0.129,-0.562,0.257,0
Q5TAH2,0.106,0.093,0.802,0.233,0.526,0.419,0.028,0.121,0.093,0.106,0.802,0.562,0.176,0.301,0.129,0.055,0.387,0.39,0.223,0.493,0.253,0.249,0.185,0.411,0.589,-0.581,-0.471,-0.361,-0.443,0.007,0
O60443,0.111,0.129,0.76,0.222,0.512,0.446,0.042,0.065,0.129,0.111,0.76,0.526,0.179,0.377,0.123,0.04,0.458,0.272,0.27,0.482,0.317,0.204,0.226,0.5,0.5,-0.045,-0.661,-0.319,-0.598,0.208,1
Q9UKX7,0.139,0.128,0.733,0.216,0.449,0.387,0.062,0.06,0.128,0.139,0.733,0.442,0.269,0.404,0.162,0.028,0.406,0.226,0.368,0.389,0.389,0.261,0.274,0.583,0.417,0.576,-0.586,-0.115,-0.555,0.155,1
Q15404,0.141,0.112,0.747,0.191,0.462,0.401,0.065,0.065,0.112,0.141,0.747,0.466,0.3,0.325,0.119,0.022,0.473,0.209,0.318,0.375,0.397,0.253,0.144,0.44,0.56,0.013,-0.254,-0.388,-0.494,0.156,0
Q6ZN54,0.156,0.139,0.705,0.236,0.445,0.381,0.062,0.076,0.139,0.156,0.705,0.494,0.242,0.334,0.098,0.072,0.488,0.27,0.242,0.416,0.324,0.246,0.219,0.465,0.535,0.214,-0.298,-0.201,-0.326,0.092,0
Q6UXI7,0.133,0.088,0.779,0.249,0.487,0.423,0.058,0.08,0.088,0.133,0.779,0.5,0.233,0.367,0.159,0.028,0.383,0.308,0.308,0.431,0.299,0.277,0.257,0.56,0.44,0.182,-0.61,-0.276,-0.432,0.158,0
Q9UN86,0.16,0.168,0.672,0.17,0.459,0.392,0.102,0.064,0.168,0.16,0.672,0.398,0.305,0.409,0.102,0.027,0.438,0.205,0.357,0.334,0.402,0.278,0.201,0.506,0.494,0.632,-0.302,-0.242,-0.451,0.171,1
P19838,0.127,0.137,0.736,0.206,0.494,0.434,0.052,0.064,0.137,0.127,0.736,0.475,0.215,0.398,0.125,0.034,0.447,0.239,0.314,0.431,0.327,0.257,0.242,0.526,0.474,0.257,-0.63,-0.215,-0.509,0.189,1
Q6ZN28,0.142,0.121,0.737,0.224,0.468,0.393,0.041,0.081,0.121,0.142,0.737,0.486,0.228,0.347,0.126,0.04,0.455,0.279,0.265,0.42,0.335,0.249,0.194,0.462,0.538,0.023,-0.396,-0.342,-0.428,0.127,0
Q5VXU1,0.072,0.087,0.841,0.274,0.548,0.428,0.038,0.159,0.087,0.072,0.841,0.572,0.13,0.327,0.115,0.072,0.341,0.428,0.231,0.524,0.212,0.274,0.226,0.457,0.543,-0.636,-0.517,-0.128,-0.353,-0.082,0
Q53RD9,0.118,0.084,0.797,0.292,0.465,0.41,0.08,0.059,0.084,0.118,0.797,0.49,0.239,0.38,0.139,0.084,0.39,0.271,0.339,0.437,0.292,0.282,0.314,0.59,0.41,0.396,-0.636,0.035,-0.382,0.055,0
Q14641,0.158,0.094,0.748,0.252,0.475,0.396,0.079,0.072,0.094,0.158,0.748,0.504,0.259,0.367,0.173,0.065,0.446,0.237,0.317,0.417,0.295,0.302,0.266,0.482,0.518,0.092,-0.498,-0.211,-0.307,0.145,0
Q66K66,0.119,0.061,0.819,0.194,0.622,0.547,0.092,0.092,0.061,0.119,0.819,0.606,0.214,0.281,0.097,0.047,0.469,0.264,0.267,0.544,0.206,0.242,0.275,0.514,0.486,-0.464,-0.672,-0.326,-0.221,0.262,0
Q1ZZU3,0.187,0.106,0.706,0.196,0.485,0.417,0.098,0.06,0.106,0.187,0.706,0.468,0.311,0.349,0.119,0.038,0.464,0.204,0.332,0.383,0.315,0.277,0.209,0.481,0.519,0.289,-0.252,-0.383,-0.188,0.24,0
Q96C10,0.149,0.111,0.74,0.229,0.473,0.41,0.035,0.059,0.111,0.149,0.74,0.493,0.223,0.347,0.1,0.05,0.524,0.251,0.226,0.435,0.311,0.226,0.209,0.459,0.541,0.154,-0.446,-0.406,-0.361,0.145,1
Q495N2,0.062,0.053,0.885,0.249,0.596,0.489,0.045,0.1,0.053,0.062,0.885,0.615,0.147,0.304,0.149,0.066,0.396,0.347,0.257,0.532,0.202,0.294,0.238,0.472,0.528,-0.81,-0.757,-0.231,-0.437,0.105,0
Q6P4D5,0.149,0.067,0.785,0.246,0.482,0.379,0.041,0.067,0.067,0.149,0.785,0.533,0.246,0.313,0.144,0.067,0.513,0.251,0.236,0.426,0.292,0.256,0.185,0.385,0.615,-0.233,-0.303,-0.47,-0.283,0.117,0
Q6MZW2,0.127,0.114,0.759,0.238,0.488,0.423,0.053,0.072,0.114,0.127,0.759,0.495,0.214,0.378,0.138,0.043,0.414,0.281,0.304,0.444,0.289,0.267,0.242,0.523,0.477,0.13,-0.553,-0.211,-0.426,0.143,0
Q15620,0.068,0.039,0.894,0.251,0.595,0.447,0.035,0.145,0.039,0.068,0.894,0.63,0.151,0.264,0.151,0.084,0.347,0.399,0.254,0.54,0.177,0.305,0.244,0.505,0.495,-0.883,-0.672,-0.087,-0.347,-0.011,0
Q9P253,0.144,0.138,0.718,0.206,0.496,0.427,0.052,0.095,0.138,0.144,0.718,0.502,0.213,0.336,0.094,0.04,0.522,0.248,0.23,0.453,0.291,0.234,0.238,0.452,0.548,0.077,-0.386,-0.274,-0.368,0.185,1
Q2L4Q9,0.089,0.087,0.825,0.233,0.575,0.512,0.096,0.065,0.087,0.089,0.825,0.553,0.201,0.374,0.119,0.054,0.447,0.228,0.325,0.508,0.264,0.277,0.342,0.586,0.414,0.056,-0.784,0.048,-0.303,0.244,0
Q13283,0.146,0.155,0.7,0.174,0.481,0.414,0.105,0.062,0.155,0.146,0.7,0.429,0.296,0.391,0.088,0.026,0.438,0.219,0.343,0.354,0.41,0.262,0.191,0.517,0.483,0.494,-0.329,-0.25,-0.453,0.216,1
Q32ZL2,0.087,0.072,0.841,0.234,0.561,0.461,0.053,0.109,0.072,0.087,0.841,0.611,0.187,0.287,0.121,0.069,0.402,0.368,0.231,0.502,0.237,0.277,0.231,0.53,0.47,-0.445,-0.675,-0.191,-0.385,0.039,0
Q14590,0.215,0.1,0.684,0.313,0.333,0.271,0.033,0.081,0.1,0.215,0.684,0.37,0.286,0.4,0.152,0.069,0.451,0.27,0.279,0.351,0.332,0.301,0.27,0.472,0.528,0.804,-0.251,-0.123,-0.17,-0.048,0
Q2NL98,0.154,0.154,0.692,0.154,0.527,0.509,0.089,0.006,0.154,0.154,0.692,0.527,0.254,0.355,0.077,0.018,0.633,0.118,0.249,0.432,0.331,0.225,0.254,0.503,0.497,0.442,-0.544,-0.339,-0.385,0.511,0
Q92617,0.188,0.099,0.713,0.21,0.474,0.437,0.165,0.028,0.099,0.188,0.713,0.512,0.382,0.318,0.145,0.03,0.454,0.173,0.372,0.31,0.394,0.37,0.199,0.539,0.461,0.302,-0.208,-0.173,-0.139,0.47,1
Q6TDU7,0.156,0.175,0.669,0.203,0.429,0.352,0.038,0.078,0.175,0.156,0.669,0.475,0.232,0.365,0.126,0.036,0.513,0.281,0.207,0.385,0.378,0.235,0.158,0.398,0.602,0.148,-0.287,-0.438,-0.532,0.095,0
Q99836,0.128,0.128,0.743,0.233,0.497,0.422,0.057,0.074,0.128,0.128,0.743,0.534,0.199,0.355,0.125,0.054,0.486,0.264,0.25,0.446,0.304,0.236,0.236,0.483,0.517,0.022,-0.481,-0.305,-0.438,0.213,1
Q6IFH4,0.08,0.045,0.875,0.279,0.574,0.455,0.038,0.138,0.045,0.08,0.875,0.647,0.141,0.279,0.17,0.064,0.365,0.417,0.218,0.548,0.163,0.301,0.231,0.478,0.522,-0.934,-0.655,-0.222,-0.357,0.056,0
Q9NNX6,0.124,0.134,0.743,0.265,0.443,0.381,0.05,0.079,0.134,0.124,0.743,0.443,0.208,0.408,0.116,0.032,0.545,0.21,0.245,0.406,0.396,0.21,0.233,0.418,0.582,0.242,-0.379,-0.361,-0.563,0.175,1
Q8NHX9,0.094,0.081,0.824,0.199,0.589,0.472,0.047,0.126,0.081,0.094,0.824,0.581,0.177,0.286,0.108,0.045,0.44,0.311,0.249,0.527,0.225,0.241,0.217,0.459,0.541,-0.635,-0.476,-0.296,-0.334,0.118,1
Q13404,0.122,0.116,0.762,0.204,0.497,0.408,0.075,0.075,0.116,0.122,0.762,0.476,0.259,0.361,0.122,0.061,0.395,0.279,0.327,0.388,0.347,0.279,0.204,0.51,0.49,0.131,-0.47,-0.297,-0.425,0.019,1
Q8NEB9,0.148,0.134,0.718,0.225,0.453,0.374,0.052,0.09,0.134,0.148,0.718,0.468,0.239,0.352,0.12,0.044,0.464,0.26,0.275,0.384,0.357,0.264,0.184,0.455,0.545,0.097,-0.291,-0.318,-0.42,0.139,1
P56962,0.152,0.142,0.705,0.192,0.483,0.434,0.036,0.04,0.142,0.152,0.705,0.483,0.219,0.374,0.109,0.033,0.54,0.225,0.235,0.44,0.358,0.195,0.225,0.444,0.556,0.228,-0.607,-0.479,-0.533,0.234,1
P09651,0.137,0.097,0.766,0.234,0.476,0.395,0.027,0.116,0.097,0.137,0.766,0.263,0.22,0.524,0.145,0.022,0.285,0.22,0.495,0.438,0.261,0.261,0.398,0.608,0.392,1.003,-0.792,-0.021,-0.474,-0.105,1
Q30KP8,0.128,0.026,0.846,0.231,0.564,0.41,0.077,0.128,0.026,0.128,0.846,0.615,0.256,0.231,0.09,0.128,0.359,0.359,0.282,0.538,0.256,0.244,0.269,0.526,0.474,-0.447,-0.441,0.125,0.022,-0.108,0
Q5XX13,0.168,0.1,0.732,0.234,0.449,0.372,0.047,0.08,0.1,0.168,0.732,0.471,0.264,0.337,0.133,0.047,0.445,0.279,0.276,0.403,0.336,0.252,0.206,0.462,0.538,0.152,-0.328,-0.374,-0.319,0.089,0
Q3KPI0,0.099,0.089,0.812,0.294,0.468,0.41,0.065,0.089,0.089,0.099,0.812,0.505,0.215,0.389,0.184,0.024,0.372,0.311,0.317,0.413,0.287,0.324,0.242,0.556,0.444,0.063,-0.528,-0.175,-0.484,0.13,0
Q5TH69,0.125,0.125,0.75,0.25,0.473,0.404,0.048,0.061,0.125,0.125,0.75,0.492,0.201,0.388,0.151,0.053,0.463,0.247,0.29,0.425,0.304,0.27,0.257,0.503,0.497,0.176,-0.549,-0.217,-0.479,0.184,0
Q8NAC3,0.109,0.104,0.788,0.211,0.556,0.497,0.082,0.07,0.104,0.109,0.788,0.545,0.211,0.345,0.102,0.038,0.472,0.224,0.305,0.507,0.291,0.224,0.281,0.542,0.458,-0.046,-0.591,-0.133,-0.353,0.278,1
Q2M2H8,0.08,0.091,0.829,0.306,0.456,0.372,0.066,0.101,0.091,0.08,0.829,0.555,0.213,0.399,0.227,0.031,0.308,0.37,0.322,0.376,0.28,0.377,0.206,0.592,0.408,0.005,-0.527,-0.123,-0.533,0.059,0
Q69YN2,0.145,0.125,0.73,0.232,0.463,0.392,0.059,0.099,0.125,0.145,0.73,0.468,0.24,0.359,0.115,0.033,0.441,0.281,0.279,0.418,0.355,0.243,0.223,0.474,0.526,0.162,-0.376,-0.244,-0.434,0.141,0
Q6IPT4,0.111,0.13,0.759,0.251,0.486,0.378,0.054,0.121,0.13,0.111,0.759,0.517,0.187,0.368,0.124,0.063,0.438,0.298,0.263,0.451,0.292,0.248,0.241,0.47,0.53,-0.013,-0.356,-0.117,-0.426,0.064,0
Q04917,0.134,0.183,0.683,0.215,0.411,0.346,0.016,0.085,0.183,0.134,0.683,0.423,0.207,0.37,0.102,0.041,0.537,0.22,0.244,0.378,0.39,0.199,0.211,0.439,0.561,0.416,-0.25,-0.318,-0.643,0.102,1
Q96HA1,0.103,0.045,0.852,0.299,0.531,0.469,0.139,0.062,0.045,0.103,0.852,0.554,0.263,0.409,0.249,0.014,0.371,0.219,0.41,0.391,0.278,0.417,0.364,0.673,0.327,0.25,-0.78,0.047,-0.363,0.461,1
Q6T4P5,0.117,0.114,0.769,0.194,0.557,0.496,0.088,0.065,0.114,0.117,0.769,0.526,0.223,0.359,0.128,0.035,0.46,0.22,0.32,0.462,0.286,0.287,0.318,0.571,0.429,0.166,-0.732,-0.084,-0.391,0.314,0
Q6NUM9,0.123,0.09,0.787,0.211,0.548,0.47,0.061,0.092,0.09,0.123,0.787,0.525,0.211,0.33,0.113,0.043,0.449,0.27,0.28,0.484,0.28,0.257,0.259,0.498,0.502,-0.169,-0.635,-0.242,-0.367,0.181,0
Q9NVJ2,0.151,0.124,0.726,0.199,0.473,0.376,0.027,0.081,0.124,0.151,0.726,0.478,0.231,0.333,0.108,0.059,0.452,0.285,0.263,0.43,0.323,0.204,0.188,0.419,0.581,0.036,-0.29,-0.432,-0.379,0.03,1
P47901,0.106,0.064,0.83,0.241,0.564,0.467,0.066,0.092,0.064,0.106,0.83,0.608,0.198,0.318,0.16,0.054,0.425,0.302,0.274,0.5,0.208,0.29,0.255,0.524,0.476,-0.395,-0.598,-0.245,-0.262,0.165,1
P49790,0.101,0.077,0.822,0.338,0.437,0.362,0.079,0.074,0.077,0.101,0.822,0.46,0.226,0.474,0.271,0.029,0.313,0.266,0.421,0.367,0.308,0.377,0.353,0.649,0.351,0.538,-0.726,0.05,-0.581,0.204,1
Q01196,0.117,0.073,0.81,0.278,0.497,0.43,0.117,0.071,0.073,0.117,0.81,0.508,0.269,0.38,0.196,0.035,0.391,0.225,0.384,0.358,0.287,0.402,0.294,0.607,0.393,0.251,-0.51,-0.026,-0.307,0.319,1
Q6X9E4,0.129,0.091,0.78,0.274,0.472,0.364,0.043,0.112,0.091,0.129,0.78,0.539,0.207,0.341,0.159,0.062,0.409,0.336,0.254,0.435,0.267,0.297,0.216,0.483,0.517,-0.149,-0.359,-0.194,-0.282,0.041,0
Q96PD4,0.135,0.067,0.798,0.264,0.485,0.417,0.067,0.055,0.067,0.135,0.798,0.521,0.252,0.337,0.147,0.067,0.393,0.325,0.282,0.423,0.301,0.294,0.227,0.534,0.466,0.033,-0.605,-0.299,-0.328,0.061,1
O14893,0.125,0.132,0.743,0.229,0.486,0.421,0.082,0.068,0.132,0.125,0.743,0.507,0.236,0.354,0.111,0.046,0.479,0.239,0.282,0.414,0.357,0.243,0.218,0.496,0.504,0.11,-0.37,-0.251,-0.44,0.231,1
Q9GZQ8,0.176,0.136,0.688,0.208,0.448,0.352,0.048,0.088,0.136,0.176,0.688,0.464,0.256,0.344,0.12,0.04,0.48,0.296,0.224,0.36,0.352,0.264,0.128,0.392,0.608,0.043,-0.215,-0.579,-0.402,0.118,1
P31947,0.133,0.194,0.673,0.202,0.44,0.379,0.028,0.069,0.194,0.133,0.673,0.427,0.194,0.407,0.117,0.04,0.536,0.206,0.258,0.387,0.359,0.23,0.25,0.46,0.54,0.499,-0.449,-0.287,-0.636,0.156,1
P63104,0.131,0.184,0.686,0.233,0.412,0.351,0.016,0.078,0.184,0.131,0.686,0.42,0.188,0.404,0.118,0.041,0.539,0.22,0.241,0.38,0.38,0.212,0.237,0.445,0.555,0.48,-0.375,-0.326,-0.672,0.127,1
Q6P5S2,0.106,0.103,0.791,0.267,0.467,0.355,0.055,0.145,0.103,0.106,0.791,0.488,0.218,0.333,0.158,0.045,0.37,0.303,0.327,0.403,0.288,0.315,0.233,0.509,0.491,-0.09,-0.165,-0.035,-0.355,0.046,0
Q4G1C9,0.134,0.174,0.692,0.189,0.459,0.352,0.047,0.105,0.174,0.134,0.692,0.491,0.224,0.34,0.084,0.078,0.477,0.299,0.224,0.422,0.346,0.218,0.195,0.413,0.587,0.129,-0.227,-0.189,-0.421,-0.07,0
Q6P1S2,0.19,0.116,0.694,0.177,0.476,0.398,0.027,0.088,0.116,0.19,0.694,0.459,0.259,0.327,0.126,0.024,0.493,0.252,0.255,0.439,0.306,0.207,0.211,0.401,0.599,0.072,-0.332,-0.579,-0.322,0.104,0
Q68BL8,0.116,0.133,0.751,0.257,0.443,0.388,0.061,0.083,0.133,0.116,0.751,0.488,0.228,0.381,0.148,0.031,0.421,0.287,0.292,0.383,0.336,0.285,0.219,0.539,0.461,0.291,-0.402,-0.214,-0.522,0.132,0
Q13287,0.156,0.173,0.671,0.228,0.404,0.345,0.033,0.062,0.173,0.156,0.671,0.42,0.228,0.414,0.124,0.033,0.453,0.296,0.251,0.358,0.417,0.228,0.156,0.433,0.567,0.388,-0.403,-0.471,-0.644,0.104,1
Q9UKA8,0.12,0.191,0.689,0.228,0.432,0.34,0.071,0.083,0.191,0.12,0.689,0.477,0.22,0.407,0.129,0.05,0.481,0.245,0.274,0.353,0.407,0.266,0.195,0.477,0.523,0.358,-0.253,-0.124,-0.59,0.192,1
Q15366,0.101,0.09,0.808,0.271,0.504,0.452,0.066,0.036,0.09,0.101,0.808,0.496,0.2,0.427,0.184,0.052,0.381,0.279,0.34,0.425,0.288,0.315,0.299,0.551,0.449,0.209,-0.886,-0.228,-0.55,0.183,1
Q8IUD6,0.134,0.113,0.752,0.262,0.472,0.41,0.058,0.067,0.113,0.134,0.752,0.493,0.211,0.375,0.15,0.053,0.468,0.241,0.292,0.44,0.282,0.271,0.296,0.521,0.479,0.247,-0.485,-0.149,-0.342,0.188,1
Q496Y0,0.157,0.133,0.71,0.208,0.469,0.406,0.062,0.058,0.133,0.157,0.71,0.482,0.252,0.34,0.095,0.067,0.534,0.204,0.262,0.424,0.339,0.227,0.269,0.486,0.514,0.385,-0.426,-0.189,-0.349,0.163,0
Q6ZNW5,0.119,0.104,0.777,0.179,0.566,0.504,0.094,0.073,0.104,0.119,0.777,0.535,0.244,0.33,0.091,0.018,0.473,0.223,0.304,0.475,0.309,0.244,0.231,0.506,0.494,-0.11,-0.508,-0.237,-0.356,0.324,0
Q6JEL2,0.12,0.123,0.757,0.214,0.48,0.38,0.043,0.12,0.123,0.12,0.757,0.502,0.225,0.312,0.113,0.064,0.393,0.331,0.276,0.433,0.293,0.266,0.232,0.51,0.49,0.054,-0.353,-0.098,-0.381,-0.051,0
Q6IPR3,0.185,0.151,0.664,0.197,0.409,0.332,0.019,0.066,0.151,0.185,0.664,0.444,0.263,0.347,0.104,0.058,0.486,0.263,0.251,0.394,0.371,0.197,0.181,0.448,0.552,0.435,-0.268,-0.373,-0.406,0.025,0
P52292,0.108,0.117,0.775,0.21,0.503,0.446,0.049,0.057,0.117,0.108,0.775,0.524,0.219,0.359,0.134,0.026,0.422,0.289,0.289,0.45,0.331,0.229,0.223,0.539,0.461,0.096,-0.625,-0.315,-0.571,0.166,1
Q4G0T1,0.114,0.106,0.78,0.195,0.566,0.501,0.056,0.061,0.106,0.114,0.78,0.523,0.189,0.365,0.093,0.072,0.436,0.249,0.315,0.557,0.22,0.202,0.368,0.602,0.398,0.285,-0.851,-0.007,-0.297,0.075,0
P07900,0.167,0.206,0.627,0.194,0.391,0.324,0.029,0.074,0.206,0.167,0.627,0.415,0.238,0.4,0.116,0.037,0.492,0.262,0.246,0.344,0.421,0.223,0.157,0.413,0.587,0.477,-0.263,-0.413,-0.627,0.077,1
Q5H9T9,0.082,0.207,0.71,0.212,0.485,0.461,0.133,0.021,0.207,0.082,0.71,0.521,0.229,0.438,0.153,0.008,0.522,0.19,0.287,0.343,0.461,0.312,0.251,0.553,0.447,0.447,-0.652,-0.096,-0.808,0.504,0
Q8NI35,0.114,0.146,0.74,0.218,0.475,0.431,0.059,0.048,0.146,0.114,0.74,0.455,0.22,0.418,0.138,0.023,0.419,0.246,0.335,0.408,0.353,0.254,0.233,0.533,0.467,0.346,-0.609,-0.261,-0.637,0.205,1
Q9H2X3,0.12,0.14,0.739,0.278,0.426,0.363,0.038,0.08,0.14,0.12,0.739,0.436,0.193,0.424,0.125,0.033,0.524,0.228,0.248,0.401,0.386,0.213,0.223,0.426,0.574,0.278,-0.372,-0.352,-0.609,0.155,1
Q5BKT4,0.106,0.044,0.85,0.237,0.581,0.408,0.044,0.205,0.044,0.106,0.85,0.619,0.182,0.237,0.121,0.051,0.389,0.41,0.201,0.541,0.201,0.262,0.195,0.4,0.6,-1.006,-0.224,-0.219,-0.16,-0.002,0
Q5JU00,0.14,0.108,0.752,0.216,0.477,0.427,0.054,0.046,0.108,0.14,0.752,0.503,0.253,0.339,0.134,0.04,0.479,0.222,0.299,0.427,0.301,0.267,0.226,0.499,0.501,0.146,-0.451,-0.244,-0.383,0.194,0
Q3ZCQ3,0.126,0.113,0.761,0.176,0.566,0.516,0.101,0.05,0.113,0.126,0.761,0.572,0.245,0.333,0.157,0.019,0.459,0.214,0.327,0.459,0.27,0.283,0.289,0.572,0.428,0.025,-0.688,-0.249,-0.437,0.412,0
Q15238,0.113,0.078,0.809,0.272,0.475,0.421,0.081,0.107,0.078,0.113,0.809,0.496,0.257,0.34,0.158,0.027,0.352,0.322,0.325,0.397,0.301,0.331,0.206,0.51,0.49,-0.119,-0.409,-0.254,-0.415,0.062,0
Q6UY11,0.115,0.097,0.789,0.258,0.512,0.462,0.097,0.05,0.097,0.115,0.789,0.561,0.23,0.337,0.084,0.133,0.376,0.295,0.329,0.522,0.269,0.24,0.355,0.64,0.36,0.317,-0.802,0.307,-0.242,-0.012,0
P08865,0.102,0.136,0.763,0.21,0.522,0.431,0.068,0.092,0.136,0.102,0.763,0.559,0.2,0.366,0.129,0.031,0.458,0.295,0.247,0.437,0.322,0.258,0.231,0.525,0.475,0.06,-0.486,-0.228,-0.438,0.205,1
P62304,0.152,0.098,0.75,0.228,0.457,0.37,0.011,0.076,0.098,0.152,0.75,0.424,0.228,0.337,0.076,0.065,0.478,0.283,0.239,0.402,0.337,0.196,0.152,0.37,0.63,0.032,-0.276,-0.643,-0.403,-0.031,1
Q3ZCN5,0.103,0.119,0.778,0.301,0.428,0.348,0.057,0.106,0.119,0.103,0.778,0.516,0.207,0.346,0.133,0.109,0.332,0.373,0.295,0.443,0.306,0.277,0.266,0.534,0.466,0.109,-0.441,0.173,-0.429,-0.144,0
Q9BYX4,0.145,0.154,0.7,0.209,0.43,0.359,0.033,0.069,0.154,0.145,0.7,0.459,0.24,0.359,0.113,0.053,0.483,0.264,0.253,0.389,0.377,0.226,0.191,0.45,0.55,0.297,-0.357,-0.325,-0.526,0.043,1
Q66K14,0.128,0.145,0.727,0.222,0.481,0.395,0.052,0.087,0.145,0.128,0.727,0.482,0.205,0.384,0.134,0.042,0.473,0.248,0.279,0.419,0.322,0.258,0.235,0.47,0.53,0.136,-0.423,-0.239,-0.479,0.176,0
Q6P444,0.143,0.125,0.732,0.216,0.447,0.377,0.086,0.06,0.125,0.143,0.732,0.449,0.299,0.351,0.148,0.034,0.429,0.21,0.361,0.348,0.382,0.294,0.216,0.501,0.499,0.316,-0.21,-0.173,-0.433,0.222,0
Q68BL7,0.147,0.121,0.732,0.252,0.445,0.388,0.063,0.083,0.121,0.147,0.732,0.474,0.245,0.373,0.147,0.034,0.448,0.262,0.29,0.382,0.322,0.293,0.233,0.526,0.474,0.325,-0.396,-0.263,-0.39,0.156,0
Q6A555,0.173,0.071,0.756,0.236,0.472,0.323,0.031,0.118,0.071,0.173,0.756,0.551,0.252,0.276,0.126,0.094,0.441,0.362,0.197,0.441,0.307,0.244,0.213,0.449,0.551,-0.087,-0.331,-0.257,-0.175,-0.046,0
Q5VT97,0.161,0.12,0.719,0.238,0.43,0.37,0.068,0.061,0.12,0.161,0.719,0.436,0.28,0.374,0.149,0.049,0.431,0.224,0.344,0.361,0.353,0.292,0.24,0.517,0.483,0.443,-0.359,-0.202,-0.382,0.142,0
Q30KQ9,0.194,0.075,0.731,0.254,0.433,0.343,0.045,0.119,0.075,0.194,0.731,0.493,0.284,0.254,0.045,0.104,0.463,0.358,0.179,0.463,0.313,0.194,0.194,0.343,0.657,-0.057,-0.107,-0.273,-0.056,-0.185,0
Q6XYB7,0.146,0.126,0.727,0.177,0.535,0.485,0.111,0.04,0.126,0.146,0.727,0.52,0.273,0.359,0.116,0.03,0.51,0.162,0.328,0.424,0.323,0.253,0.273,0.545,0.455,0.321,-0.529,-0.261,-0.378,0.404,0
Q9Y6B6,0.131,0.126,0.742,0.192,0.52,0.414,0.03,0.101,0.126,0.131,0.742,0.505,0.192,0.369,0.121,0.045,0.449,0.288,0.263,0.465,0.273,0.242,0.202,0.434,0.566,-0.137,-0.508,-0.365,-0.416,0.067,1
Q13427,0.313,0.162,0.525,0.248,0.227,0.186,0.037,0.044,0.162,0.313,0.525,0.223,0.401,0.426,0.183,0.024,0.513,0.143,0.344,0.19,0.431,0.279,0.233,0.44,0.56,1.619,0.183,-0.534,-0.243,0.106,1
